
WLA DX: 6809 mnemonics listed in opcode order.

If you notice any errors or something is missing, please
open an issue @ https://github.com/vhelin/wla-dx


x = 8bit
? = 16bit
s = 5bit signed ([-16, +15])



$00 "NEG x"
$31BB "LEAY (D,Y)"
$31C0 "LEAY,U+"
$31C1 "LEAY,U++"
$31C2 "LEAY,-U"
$31C3 "LEAY,--U"
$31C4 "LEAY,U"
$31C5 "LEAY B,U"
$31C6 "LEAY A,U"
$31C8 "LEAY x,U"
$31C9 "LEAY ?,U"
$31CB "LEAY D,U"
$31D1 "LEAY (,U++)"
$31D3 "LEAY (,--U)"
$31D4 "LEAY (,U)"
$31D5 "LEAY (B,U)"
$31D6 "LEAY (A,U)"
$31D8 "LEAY (x,U)"
$31D9 "LEAY (?,U)"
$31DB "LEAY (D,U)"
$31E0 "LEAY,S+"
$31E1 "LEAY,S++"
$31E2 "LEAY,-S"
$31E3 "LEAY,--S"
$31E4 "LEAY,S"
$31E5 "LEAY B,S"
$31E6 "LEAY A,S"
$31E8 "LEAY x,S"
$31E9 "LEAY ?,S"
$31EB "LEAY D,S"
$31F1 "LEAY (,S++)"
$31F3 "LEAY (,--S)"
$31F4 "LEAY (,S)"
$31F5 "LEAY (B,S)"
$31F6 "LEAY (A,S)"
$31F8 "LEAY (x,S)"
$31F9 "LEAY (?,S)"
$31FB "LEAY (D,S)"
$3200 "LEAS s,X"
$3220 "LEAS s,Y"
$3240 "LEAS s,U"
$3260 "LEAS s,S"
$3280 "LEAS,X+"
$3281 "LEAS,X++"
$3282 "LEAS,-X"
$3283 "LEAS,--X"
$3284 "LEAS,X"
$3285 "LEAS B,X"
$3286 "LEAS A,X"
$3288 "LEAS x,X"
$3289 "LEAS ?,X"
$328B "LEAS D,X"
$328C "LEAS x,PCR"
$328D "LEAS ?,PCR"
$3291 "LEAS (,X++)"
$3293 "LEAS (,--X)"
$3294 "LEAS (,X)"
$3295 "LEAS (B,X)"
$3296 "LEAS (A,X)"
$3298 "LEAS (x,X)"
$3299 "LEAS (?,X)"
$329B "LEAS (D,X)"
$329C "LEAS (x,PCR)"
$329D "LEAS (?,PCR)"
$329F "LEAS (?)"
$32A0 "LEAS,Y+"
$32A1 "LEAS,Y++"
$32A2 "LEAS,-Y"
$32A3 "LEAS,--Y"
$32A4 "LEAS,Y"
$32A5 "LEAS B,Y"
$32A6 "LEAS A,Y"
$32A8 "LEAS x,Y"
$32A9 "LEAS ?,Y"
$32AB "LEAS D,Y"
$32B1 "LEAS (,Y++)"
$32B3 "LEAS (,--Y)"
$32B4 "LEAS (,Y)"
$32B5 "LEAS (B,Y)"
$32B6 "LEAS (A,Y)"
$32B8 "LEAS (x,Y)"
$32B9 "LEAS (?,Y)"
$32BB "LEAS (D,Y)"
$32C0 "LEAS,U+"
$32C1 "LEAS,U++"
$32C2 "LEAS,-U"
$32C3 "LEAS,--U"
$32C4 "LEAS,U"
$32C5 "LEAS B,U"
$32C6 "LEAS A,U"
$32C8 "LEAS x,U"
$32C9 "LEAS ?,U"
$32CB "LEAS D,U"
$32D1 "LEAS (,U++)"
$32D3 "LEAS (,--U)"
$32D4 "LEAS (,U)"
$32D5 "LEAS (B,U)"
$32D6 "LEAS (A,U)"
$32D8 "LEAS (x,U)"
$32D9 "LEAS (?,U)"
$32DB "LEAS (D,U)"
$32E0 "LEAS,S+"
$32E1 "LEAS,S++"
$32E2 "LEAS,-S"
$32E3 "LEAS,--S"
$32E4 "LEAS,S"
$32E5 "LEAS B,S"
$32E6 "LEAS A,S"
$32E8 "LEAS x,S"
$32E9 "LEAS ?,S"
$32EB "LEAS D,S"
$32F1 "LEAS (,S++)"
$32F3 "LEAS (,--S)"
$32F4 "LEAS (,S)"
$32F5 "LEAS (B,S)"
$32F6 "LEAS (A,S)"
$32F8 "LEAS (x,S)"
$32F9 "LEAS (?,S)"
$32FB "LEAS (D,S)"
$3300 "LEAU s,X"
$3320 "LEAU s,Y"
$3340 "LEAU s,U"
$3360 "LEAU s,S"
$3380 "LEAU,X+"
$3381 "LEAU,X++"
$3382 "LEAU,-X"
$3383 "LEAU,--X"
$3384 "LEAU,X"
$3385 "LEAU B,X"
$3386 "LEAU A,X"
$3388 "LEAU x,X"
$3389 "LEAU ?,X"
$338B "LEAU D,X"
$338C "LEAU x,PCR"
$338D "LEAU ?,PCR"
$3391 "LEAU (,X++)"
$3393 "LEAU (,--X)"
$3394 "LEAU (,X)"
$3395 "LEAU (B,X)"
$3396 "LEAU (A,X)"
$3398 "LEAU (x,X)"
$3399 "LEAU (?,X)"
$339B "LEAU (D,X)"
$339C "LEAU (x,PCR)"
$339D "LEAU (?,PCR)"
$339F "LEAU (?)"
$33A0 "LEAU,Y+"
$33A1 "LEAU,Y++"
$33A2 "LEAU,-Y"
$33A3 "LEAU,--Y"
$33A4 "LEAU,Y"
$33A5 "LEAU B,Y"
$33A6 "LEAU A,Y"
$33A8 "LEAU x,Y"
$33A9 "LEAU ?,Y"
$33AB "LEAU D,Y"
$33B1 "LEAU (,Y++)"
$33B3 "LEAU (,--Y)"
$33B4 "LEAU (,Y)"
$33B5 "LEAU (B,Y)"
$33B6 "LEAU (A,Y)"
$33B8 "LEAU (x,Y)"
$33B9 "LEAU (?,Y)"
$33BB "LEAU (D,Y)"
$33C0 "LEAU,U+"
$33C1 "LEAU,U++"
$33C2 "LEAU,-U"
$33C3 "LEAU,--U"
$33C4 "LEAU,U"
$33C5 "LEAU B,U"
$33C6 "LEAU A,U"
$33C8 "LEAU x,U"
$33C9 "LEAU ?,U"
$33CB "LEAU D,U"
$33D1 "LEAU (,U++)"
$33D3 "LEAU (,--U)"
$33D4 "LEAU (,U)"
$33D5 "LEAU (B,U)"
$33D6 "LEAU (A,U)"
$33D8 "LEAU (x,U)"
$33D9 "LEAU (?,U)"
$33DB "LEAU (D,U)"
$33E0 "LEAU,S+"
$33E1 "LEAU,S++"
$33E2 "LEAU,-S"
$33E3 "LEAU,--S"
$33E4 "LEAU,S"
$33E5 "LEAU B,S"
$33E6 "LEAU A,S"
$33E8 "LEAU x,S"
$33E9 "LEAU ?,S"
$33EB "LEAU D,S"
$33F1 "LEAU (,S++)"
$33F3 "LEAU (,--S)"
$33F4 "LEAU (,S)"
$33F5 "LEAU (B,S)"
$33F6 "LEAU (A,S)"
$33F8 "LEAU (x,S)"
$33F9 "LEAU (?,S)"
$33FB "LEAU (D,S)"
$34 "PSHS r"
$35 "PULS r"
$36 "PSHU r"
$37 "PULU r"
$39 "RTS"
$3A "ABX"
$3B "RTI"
$3C "CWAI #x"
$3D "MUL"
$3F "SWI"
$3F "SWI1"
$40 "NEGA"
$43 "COMA"
$44 "LSRA"
$46 "RORA"
$47 "ASRA"
$48 "ASLA"
$48 "LSLA"
$49 "ROLA"
$4A "DECA"
$4C "INCA"
$4D "TSTA"
$4F "CLRA"
$50 "NEGB"
$53 "COMB"
$54 "LSRB"
$56 "RORB"
$57 "ASRB"
$58 "ASLB"
$58 "LSLB"
$59 "ROLB"
$5A "DECB"
$5C "INCB"
$5D "TSTB"
$5F "CLRB"
$6000 "NEG s,X"
$6020 "NEG s,Y"
$6040 "NEG s,U"
$6060 "NEG s,S"
$6080 "NEG,X+"
$6081 "NEG,X++"
$6082 "NEG,-X"
$6083 "NEG,--X"
$6084 "NEG,X"
$6085 "NEG B,X"
$6086 "NEG A,X"
$6088 "NEG x,X"
$6089 "NEG ?,X"
$608B "NEG D,X"
$608C "NEG x,PCR"
$608D "NEG ?,PCR"
$6091 "NEG (,X++)"
$6093 "NEG (,--X)"
$6094 "NEG (,X)"
$6095 "NEG (B,X)"
$6096 "NEG (A,X)"
$6098 "NEG (x,X)"
$6099 "NEG (?,X)"
$609B "NEG (D,X)"
$609C "NEG (x,PCR)"
$609D "NEG (?,PCR)"
$609F "NEG (?)"
$60A0 "NEG,Y+"
$60A1 "NEG,Y++"
$60A2 "NEG,-Y"
$60A3 "NEG,--Y"
$60A4 "NEG,Y"
$60A5 "NEG B,Y"
$60A6 "NEG A,Y"
$60A8 "NEG x,Y"
$60A9 "NEG ?,Y"
$60AB "NEG D,Y"
$60B1 "NEG (,Y++)"
$60B3 "NEG (,--Y)"
$60B4 "NEG (,Y)"
$60B5 "NEG (B,Y)"
$60B6 "NEG (A,Y)"
$60B8 "NEG (x,Y)"
$60B9 "NEG (?,Y)"
$60BB "NEG (D,Y)"
$60C0 "NEG,U+"
$60C1 "NEG,U++"
$60C2 "NEG,-U"
$60C3 "NEG,--U"
$60C4 "NEG,U"
$60C5 "NEG B,U"
$60C6 "NEG A,U"
$60C8 "NEG x,U"
$60C9 "NEG ?,U"
$60CB "NEG D,U"
$60D1 "NEG (,U++)"
$60D3 "NEG (,--U)"
$60D4 "NEG (,U)"
$60D5 "NEG (B,U)"
$60D6 "NEG (A,U)"
$60D8 "NEG (x,U)"
$60D9 "NEG (?,U)"
$60DB "NEG (D,U)"
$60E0 "NEG,S+"
$60E1 "NEG,S++"
$60E2 "NEG,-S"
$60E3 "NEG,--S"
$60E4 "NEG,S"
$60E5 "NEG B,S"
$60E6 "NEG A,S"
$60E8 "NEG x,S"
$60E9 "NEG ?,S"
$60EB "NEG D,S"
$60F1 "NEG (,S++)"
$60F3 "NEG (,--S)"
$60F4 "NEG (,S)"
$60F5 "NEG (B,S)"
$60F6 "NEG (A,S)"
$60F8 "NEG (x,S)"
$60F9 "NEG (?,S)"
$60FB "NEG (D,S)"
$6300 "COM s,X"
$6320 "COM s,Y"
$6340 "COM s,U"
$6360 "COM s,S"
$6380 "COM,X+"
$6381 "COM,X++"
$6382 "COM,-X"
$6383 "COM,--X"
$6384 "COM,X"
$6385 "COM B,X"
$6386 "COM A,X"
$6388 "COM x,X"
$6389 "COM ?,X"
$638B "COM D,X"
$638C "COM x,PCR"
$638D "COM ?,PCR"
$6391 "COM (,X++)"
$6393 "COM (,--X)"
$6394 "COM (,X)"
$6395 "COM (B,X)"
$6396 "COM (A,X)"
$6398 "COM (x,X)"
$6399 "COM (?,X)"
$639B "COM (D,X)"
$639C "COM (x,PCR)"
$639D "COM (?,PCR)"
$639F "COM (?)"
$63A0 "COM,Y+"
$63A1 "COM,Y++"
$63A2 "COM,-Y"
$63A3 "COM,--Y"
$63A4 "COM,Y"
$63A5 "COM B,Y"
$63A6 "COM A,Y"
$63A8 "COM x,Y"
$63A9 "COM ?,Y"
$63AB "COM D,Y"
$63B1 "COM (,Y++)"
$63B3 "COM (,--Y)"
$63B4 "COM (,Y)"
$63B5 "COM (B,Y)"
$63B6 "COM (A,Y)"
$63B8 "COM (x,Y)"
$63B9 "COM (?,Y)"
$63BB "COM (D,Y)"
$63C0 "COM,U+"
$63C1 "COM,U++"
$63C2 "COM,-U"
$63C3 "COM,--U"
$63C4 "COM,U"
$63C5 "COM B,U"
$63C6 "COM A,U"
$63C8 "COM x,U"
$63C9 "COM ?,U"
$63CB "COM D,U"
$63D1 "COM (,U++)"
$63D3 "COM (,--U)"
$63D4 "COM (,U)"
$63D5 "COM (B,U)"
$63D6 "COM (A,U)"
$63D8 "COM (x,U)"
$63D9 "COM (?,U)"
$63DB "COM (D,U)"
$63E0 "COM,S+"
$63E1 "COM,S++"
$63E2 "COM,-S"
$63E3 "COM,--S"
$63E4 "COM,S"
$63E5 "COM B,S"
$63E6 "COM A,S"
$63E8 "COM x,S"
$63E9 "COM ?,S"
$63EB "COM D,S"
$63F1 "COM (,S++)"
$63F3 "COM (,--S)"
$63F4 "COM (,S)"
$63F5 "COM (B,S)"
$63F6 "COM (A,S)"
$63F8 "COM (x,S)"
$63F9 "COM (?,S)"
$63FB "COM (D,S)"
$6400 "LSR s,X"
$6420 "LSR s,Y"
$6440 "LSR s,U"
$6460 "LSR s,S"
$6480 "LSR,X+"
$6481 "LSR,X++"
$6482 "LSR,-X"
$6483 "LSR,--X"
$6484 "LSR,X"
$6485 "LSR B,X"
$6486 "LSR A,X"
$6488 "LSR x,X"
$6489 "LSR ?,X"
$648B "LSR D,X"
$648C "LSR x,PCR"
$648D "LSR ?,PCR"
$6491 "LSR (,X++)"
$6493 "LSR (,--X)"
$6494 "LSR (,X)"
$6495 "LSR (B,X)"
$6496 "LSR (A,X)"
$6498 "LSR (x,X)"
$6499 "LSR (?,X)"
$649B "LSR (D,X)"
$649C "LSR (x,PCR)"
$649D "LSR (?,PCR)"
$649F "LSR (?)"
$64A0 "LSR,Y+"
$64A1 "LSR,Y++"
$64A2 "LSR,-Y"
$64A3 "LSR,--Y"
$64A4 "LSR,Y"
$64A5 "LSR B,Y"
$64A6 "LSR A,Y"
$64A8 "LSR x,Y"
$64A9 "LSR ?,Y"
$64AB "LSR D,Y"
$64B1 "LSR (,Y++)"
$64B3 "LSR (,--Y)"
$64B4 "LSR (,Y)"
$64B5 "LSR (B,Y)"
$64B6 "LSR (A,Y)"
$64B8 "LSR (x,Y)"
$64B9 "LSR (?,Y)"
$64BB "LSR (D,Y)"
$64C0 "LSR,U+"
$64C1 "LSR,U++"
$64C2 "LSR,-U"
$64C3 "LSR,--U"
$64C4 "LSR,U"
$64C5 "LSR B,U"
$64C6 "LSR A,U"
$64C8 "LSR x,U"
$64C9 "LSR ?,U"
$64CB "LSR D,U"
$64D1 "LSR (,U++)"
$64D3 "LSR (,--U)"
$64D4 "LSR (,U)"
$64D5 "LSR (B,U)"
$64D6 "LSR (A,U)"
$64D8 "LSR (x,U)"
$64D9 "LSR (?,U)"
$64DB "LSR (D,U)"
$64E0 "LSR,S+"
$64E1 "LSR,S++"
$64E2 "LSR,-S"
$64E3 "LSR,--S"
$64E4 "LSR,S"
$64E5 "LSR B,S"
$64E6 "LSR A,S"
$64E8 "LSR x,S"
$64E9 "LSR ?,S"
$64EB "LSR D,S"
$64F1 "LSR (,S++)"
$64F3 "LSR (,--S)"
$64F4 "LSR (,S)"
$64F5 "LSR (B,S)"
$64F6 "LSR (A,S)"
$64F8 "LSR (x,S)"
$64F9 "LSR (?,S)"
$64FB "LSR (D,S)"
$6600 "ROR s,X"
$6620 "ROR s,Y"
$6640 "ROR s,U"
$6660 "ROR s,S"
$6680 "ROR,X+"
$6681 "ROR,X++"
$6682 "ROR,-X"
$6683 "ROR,--X"
$6684 "ROR,X"
$6685 "ROR B,X"
$6686 "ROR A,X"
$6688 "ROR x,X"
$6689 "ROR ?,X"
$668B "ROR D,X"
$668C "ROR x,PCR"
$668D "ROR ?,PCR"
$6691 "ROR (,X++)"
$6693 "ROR (,--X)"
$6694 "ROR (,X)"
$6695 "ROR (B,X)"
$6696 "ROR (A,X)"
$6698 "ROR (x,X)"
$6699 "ROR (?,X)"
$669B "ROR (D,X)"
$669C "ROR (x,PCR)"
$669D "ROR (?,PCR)"
$669F "ROR (?)"
$66A0 "ROR,Y+"
$66A1 "ROR,Y++"
$66A2 "ROR,-Y"
$66A3 "ROR,--Y"
$66A4 "ROR,Y"
$66A5 "ROR B,Y"
$66A6 "ROR A,Y"
$66A8 "ROR x,Y"
$66A9 "ROR ?,Y"
$66AB "ROR D,Y"
$66B1 "ROR (,Y++)"
$66B3 "ROR (,--Y)"
$66B4 "ROR (,Y)"
$66B5 "ROR (B,Y)"
$66B6 "ROR (A,Y)"
$66B8 "ROR (x,Y)"
$66B9 "ROR (?,Y)"
$66BB "ROR (D,Y)"
$66C0 "ROR,U+"
$66C1 "ROR,U++"
$66C2 "ROR,-U"
$66C3 "ROR,--U"
$66C4 "ROR,U"
$66C5 "ROR B,U"
$66C6 "ROR A,U"
$66C8 "ROR x,U"
$66C9 "ROR ?,U"
$66CB "ROR D,U"
$66D1 "ROR (,U++)"
$66D3 "ROR (,--U)"
$66D4 "ROR (,U)"
$66D5 "ROR (B,U)"
$66D6 "ROR (A,U)"
$66D8 "ROR (x,U)"
$66D9 "ROR (?,U)"
$66DB "ROR (D,U)"
$66E0 "ROR,S+"
$66E1 "ROR,S++"
$66E2 "ROR,-S"
$66E3 "ROR,--S"
$66E4 "ROR,S"
$66E5 "ROR B,S"
$66E6 "ROR A,S"
$66E8 "ROR x,S"
$66E9 "ROR ?,S"
$66EB "ROR D,S"
$66F1 "ROR (,S++)"
$66F3 "ROR (,--S)"
$66F4 "ROR (,S)"
$66F5 "ROR (B,S)"
$66F6 "ROR (A,S)"
$66F8 "ROR (x,S)"
$66F9 "ROR (?,S)"
$66FB "ROR (D,S)"
$6700 "ASR s,X"
$6720 "ASR s,Y"
$6740 "ASR s,U"
$6760 "ASR s,S"
$6780 "ASR,X+"
$6781 "ASR,X++"
$6782 "ASR,-X"
$6783 "ASR,--X"
$6784 "ASR,X"
$6785 "ASR B,X"
$6786 "ASR A,X"
$6788 "ASR x,X"
$6789 "ASR ?,X"
$678B "ASR D,X"
$678C "ASR x,PCR"
$678D "ASR ?,PCR"
$6791 "ASR (,X++)"
$6793 "ASR (,--X)"
$6794 "ASR (,X)"
$6795 "ASR (B,X)"
$6796 "ASR (A,X)"
$6798 "ASR (x,X)"
$6799 "ASR (?,X)"
$679B "ASR (D,X)"
$679C "ASR (x,PCR)"
$679D "ASR (?,PCR)"
$679F "ASR (?)"
$67A0 "ASR,Y+"
$67A1 "ASR,Y++"
$67A2 "ASR,-Y"
$67A3 "ASR,--Y"
$67A4 "ASR,Y"
$67A5 "ASR B,Y"
$67A6 "ASR A,Y"
$67A8 "ASR x,Y"
$67A9 "ASR ?,Y"
$67AB "ASR D,Y"
$67B1 "ASR (,Y++)"
$67B3 "ASR (,--Y)"
$67B4 "ASR (,Y)"
$67B5 "ASR (B,Y)"
$67B6 "ASR (A,Y)"
$67B8 "ASR (x,Y)"
$67B9 "ASR (?,Y)"
$67BB "ASR (D,Y)"
$67C0 "ASR,U+"
$67C1 "ASR,U++"
$67C2 "ASR,-U"
$67C3 "ASR,--U"
$67C4 "ASR,U"
$67C5 "ASR B,U"
$67C6 "ASR A,U"
$67C8 "ASR x,U"
$67C9 "ASR ?,U"
$67CB "ASR D,U"
$67D1 "ASR (,U++)"
$67D3 "ASR (,--U)"
$67D4 "ASR (,U)"
$67D5 "ASR (B,U)"
$67D6 "ASR (A,U)"
$67D8 "ASR (x,U)"
$67D9 "ASR (?,U)"
$67DB "ASR (D,U)"
$67E0 "ASR,S+"
$67E1 "ASR,S++"
$67E2 "ASR,-S"
$67E3 "ASR,--S"
$67E4 "ASR,S"
$67E5 "ASR B,S"
$67E6 "ASR A,S"
$67E8 "ASR x,S"
$67E9 "ASR ?,S"
$67EB "ASR D,S"
$67F1 "ASR (,S++)"
$67F3 "ASR (,--S)"
$67F4 "ASR (,S)"
$67F5 "ASR (B,S)"
$67F6 "ASR (A,S)"
$67F8 "ASR (x,S)"
$67F9 "ASR (?,S)"
$67FB "ASR (D,S)"
$6800 "ASL s,X"
$6800 "LSL s,X"
$6820 "ASL s,Y"
$6820 "LSL s,Y"
$6840 "ASL s,U"
$6840 "LSL s,U"
$6860 "ASL s,S"
$6860 "LSL s,S"
$6880 "ASL,X+"
$6880 "LSL,X+"
$6881 "ASL,X++"
$6881 "LSL,X++"
$6882 "ASL,-X"
$6882 "LSL,-X"
$6883 "ASL,--X"
$6883 "LSL,--X"
$6884 "ASL,X"
$6884 "LSL,X"
$6885 "ASL B,X"
$6885 "LSL B,X"
$6886 "ASL A,X"
$6886 "LSL A,X"
$6888 "ASL x,X"
$6888 "LSL x,X"
$6889 "ASL ?,X"
$6889 "LSL ?,X"
$688B "ASL D,X"
$688B "LSL D,X"
$688C "ASL x,PCR"
$688C "LSL x,PCR"
$688D "ASL ?,PCR"
$688D "LSL ?,PCR"
$6891 "ASL (,X++)"
$6891 "LSL (,X++)"
$6893 "ASL (,--X)"
$6893 "LSL (,--X)"
$6894 "ASL (,X)"
$6894 "LSL (,X)"
$6895 "ASL (B,X)"
$6895 "LSL (B,X)"
$6896 "ASL (A,X)"
$6896 "LSL (A,X)"
$6898 "ASL (x,X)"
$6898 "LSL (x,X)"
$6899 "ASL (?,X)"
$6899 "LSL (?,X)"
$689B "ASL (D,X)"
$689B "LSL (D,X)"
$689C "ASL (x,PCR)"
$689C "LSL (x,PCR)"
$689D "ASL (?,PCR)"
$689D "LSL (?,PCR)"
$689F "ASL (?)"
$689F "LSL (?)"
$68A0 "ASL,Y+"
$68A0 "LSL,Y+"
$68A1 "ASL,Y++"
$68A1 "LSL,Y++"
$68A2 "ASL,-Y"
$68A2 "LSL,-Y"
$68A3 "ASL,--Y"
$68A3 "LSL,--Y"
$68A4 "ASL,Y"
$68A4 "LSL,Y"
$68A5 "ASL B,Y"
$68A5 "LSL B,Y"
$68A6 "ASL A,Y"
$68A6 "LSL A,Y"
$68A8 "ASL x,Y"
$68A8 "LSL x,Y"
$68A9 "ASL ?,Y"
$68A9 "LSL ?,Y"
$68AB "ASL D,Y"
$68AB "LSL D,Y"
$68B1 "ASL (,Y++)"
$68B1 "LSL (,Y++)"
$68B3 "ASL (,--Y)"
$68B3 "LSL (,--Y)"
$68B4 "ASL (,Y)"
$68B4 "LSL (,Y)"
$68B5 "ASL (B,Y)"
$68B5 "LSL (B,Y)"
$68B6 "ASL (A,Y)"
$68B6 "LSL (A,Y)"
$68B8 "ASL (x,Y)"
$68B8 "LSL (x,Y)"
$68B9 "ASL (?,Y)"
$68B9 "LSL (?,Y)"
$68BB "ASL (D,Y)"
$68BB "LSL (D,Y)"
$68C0 "ASL,U+"
$68C0 "LSL,U+"
$68C1 "ASL,U++"
$68C1 "LSL,U++"
$68C2 "ASL,-U"
$68C2 "LSL,-U"
$68C3 "ASL,--U"
$68C3 "LSL,--U"
$68C4 "ASL,U"
$68C4 "LSL,U"
$68C5 "ASL B,U"
$68C5 "LSL B,U"
$68C6 "ASL A,U"
$68C6 "LSL A,U"
$68C8 "ASL x,U"
$68C8 "LSL x,U"
$68C9 "ASL ?,U"
$68C9 "LSL ?,U"
$68CB "ASL D,U"
$68CB "LSL D,U"
$68D1 "ASL (,U++)"
$68D1 "LSL (,U++)"
$68D3 "ASL (,--U)"
$68D3 "LSL (,--U)"
$68D4 "ASL (,U)"
$68D4 "LSL (,U)"
$68D5 "ASL (B,U)"
$68D5 "LSL (B,U)"
$68D6 "ASL (A,U)"
$68D6 "LSL (A,U)"
$68D8 "ASL (x,U)"
$68D8 "LSL (x,U)"
$68D9 "ASL (?,U)"
$68D9 "LSL (?,U)"
$68DB "ASL (D,U)"
$68DB "LSL (D,U)"
$68E0 "ASL,S+"
$68E0 "LSL,S+"
$68E1 "ASL,S++"
$68E1 "LSL,S++"
$68E2 "ASL,-S"
$68E2 "LSL,-S"
$68E3 "ASL,--S"
$68E3 "LSL,--S"
$68E4 "ASL,S"
$68E4 "LSL,S"
$68E5 "ASL B,S"
$68E5 "LSL B,S"
$68E6 "ASL A,S"
$68E6 "LSL A,S"
$68E8 "ASL x,S"
$68E8 "LSL x,S"
$68E9 "ASL ?,S"
$68E9 "LSL ?,S"
$68EB "ASL D,S"
$68EB "LSL D,S"
$68F1 "ASL (,S++)"
$68F1 "LSL (,S++)"
$68F3 "ASL (,--S)"
$68F3 "LSL (,--S)"
$68F4 "ASL (,S)"
$68F4 "LSL (,S)"
$68F5 "ASL (B,S)"
$68F5 "LSL (B,S)"
$68F6 "ASL (A,S)"
$68F6 "LSL (A,S)"
$68F8 "ASL (x,S)"
$68F8 "LSL (x,S)"
$68F9 "ASL (?,S)"
$68F9 "LSL (?,S)"
$68FB "ASL (D,S)"
$68FB "LSL (D,S)"
$6900 "ROL s,X"
$6920 "ROL s,Y"
$6940 "ROL s,U"
$6960 "ROL s,S"
$6980 "ROL,X+"
$6981 "ROL,X++"
$6982 "ROL,-X"
$6983 "ROL,--X"
$6984 "ROL,X"
$6985 "ROL B,X"
$6986 "ROL A,X"
$6988 "ROL x,X"
$6989 "ROL ?,X"
$698B "ROL D,X"
$698C "ROL x,PCR"
$698D "ROL ?,PCR"
$6991 "ROL (,X++)"
$6993 "ROL (,--X)"
$6994 "ROL (,X)"
$6995 "ROL (B,X)"
$6996 "ROL (A,X)"
$6998 "ROL (x,X)"
$6999 "ROL (?,X)"
$699B "ROL (D,X)"
$699C "ROL (x,PCR)"
$699D "ROL (?,PCR)"
$699F "ROL (?)"
$69A0 "ROL,Y+"
$69A1 "ROL,Y++"
$69A2 "ROL,-Y"
$69A3 "ROL,--Y"
$69A4 "ROL,Y"
$69A5 "ROL B,Y"
$69A6 "ROL A,Y"
$69A8 "ROL x,Y"
$69A9 "ROL ?,Y"
$69AB "ROL D,Y"
$69B1 "ROL (,Y++)"
$69B3 "ROL (,--Y)"
$69B4 "ROL (,Y)"
$69B5 "ROL (B,Y)"
$69B6 "ROL (A,Y)"
$69B8 "ROL (x,Y)"
$69B9 "ROL (?,Y)"
$69BB "ROL (D,Y)"
$69C0 "ROL,U+"
$69C1 "ROL,U++"
$69C2 "ROL,-U"
$69C3 "ROL,--U"
$69C4 "ROL,U"
$69C5 "ROL B,U"
$69C6 "ROL A,U"
$69C8 "ROL x,U"
$69C9 "ROL ?,U"
$69CB "ROL D,U"
$69D1 "ROL (,U++)"
$69D3 "ROL (,--U)"
$69D4 "ROL (,U)"
$69D5 "ROL (B,U)"
$69D6 "ROL (A,U)"
$69D8 "ROL (x,U)"
$69D9 "ROL (?,U)"
$69DB "ROL (D,U)"
$69E0 "ROL,S+"
$69E1 "ROL,S++"
$69E2 "ROL,-S"
$69E3 "ROL,--S"
$69E4 "ROL,S"
$69E5 "ROL B,S"
$69E6 "ROL A,S"
$69E8 "ROL x,S"
$69E9 "ROL ?,S"
$69EB "ROL D,S"
$69F1 "ROL (,S++)"
$69F3 "ROL (,--S)"
$69F4 "ROL (,S)"
$69F5 "ROL (B,S)"
$69F6 "ROL (A,S)"
$69F8 "ROL (x,S)"
$69F9 "ROL (?,S)"
$69FB "ROL (D,S)"
$6A00 "DEC s,X"
$6A20 "DEC s,Y"
$6A40 "DEC s,U"
$6A60 "DEC s,S"
$6A80 "DEC,X+"
$6A81 "DEC,X++"
$6A82 "DEC,-X"
$6A83 "DEC,--X"
$6A84 "DEC,X"
$6A85 "DEC B,X"
$6A86 "DEC A,X"
$6A88 "DEC x,X"
$6A89 "DEC ?,X"
$6A8B "DEC D,X"
$6A8C "DEC x,PCR"
$6A8D "DEC ?,PCR"
$6A91 "DEC (,X++)"
$6A93 "DEC (,--X)"
$6A94 "DEC (,X)"
$6A95 "DEC (B,X)"
$6A96 "DEC (A,X)"
$6A98 "DEC (x,X)"
$6A99 "DEC (?,X)"
$6A9B "DEC (D,X)"
$6A9C "DEC (x,PCR)"
$6A9D "DEC (?,PCR)"
$6A9F "DEC (?)"
$6AA0 "DEC,Y+"
$6AA1 "DEC,Y++"
$6AA2 "DEC,-Y"
$6AA3 "DEC,--Y"
$6AA4 "DEC,Y"
$6AA5 "DEC B,Y"
$6AA6 "DEC A,Y"
$6AA8 "DEC x,Y"
$6AA9 "DEC ?,Y"
$6AAB "DEC D,Y"
$6AB1 "DEC (,Y++)"
$6AB3 "DEC (,--Y)"
$6AB4 "DEC (,Y)"
$6AB5 "DEC (B,Y)"
$6AB6 "DEC (A,Y)"
$6AB8 "DEC (x,Y)"
$6AB9 "DEC (?,Y)"
$6ABB "DEC (D,Y)"
$6AC0 "DEC,U+"
$6AC1 "DEC,U++"
$6AC2 "DEC,-U"
$6AC3 "DEC,--U"
$6AC4 "DEC,U"
$6AC5 "DEC B,U"
$6AC6 "DEC A,U"
$6AC8 "DEC x,U"
$6AC9 "DEC ?,U"
$6ACB "DEC D,U"
$6AD1 "DEC (,U++)"
$6AD3 "DEC (,--U)"
$6AD4 "DEC (,U)"
$6AD5 "DEC (B,U)"
$6AD6 "DEC (A,U)"
$6AD8 "DEC (x,U)"
$6AD9 "DEC (?,U)"
$6ADB "DEC (D,U)"
$6AE0 "DEC,S+"
$6AE1 "DEC,S++"
